Titulo,Categoria,Url,Raciones,Ingredientes,Instrucciones
Bizcocho de melón,Dulces y postres,https://www.eladerezo.com/recetas/receta-de-bizcocho-de-melon.html,,9 ingredientes: 4 huevos - 100 g Azúcar blanco - 220 g harina - 100 ml Nata líquida para montar 35% M. G. - 120 g melón - 90 g Mantequilla - 1 sobre levadura - 1 sobre gasificante - sal,Instrucciones: 1) Batimos a punto de nieve las claras y reservamos en la nevera. 2) Mezclamos en un cuenco la harina con la levadura la sal y las gaseosas (sobre blanco y morado-Mercadona). 3) En otro cuenco mezclamos la nata la mantequilla y el aceite. Añadimos el melón cortado en dados y trituramos con la batidora. 4) Batimos las yemas con el azúcar e incorporamos a la mezcla anterior. 5) Echamos poco a poco en este mismo cuenco la mezcla de harina. 6) Integramos todo el conjunto suavemente. Incorporamos las claras y mezclamos suavemente. 7) Volcamos la mezcla final sobre un molde que tendremos previamente engrasado y enharinado.  8) Introducimos en el horno previamente precalentado a 180º durante una hora. 9) Comprobamos que el bizcocho de melón está hecho por completo. 10) Sacamos y dejamos enfriar. 11) Una vez frío preparamos la cobertura de queso mascarpone y melón. 12) Ponemos en el vaso de la batidora o Thermomix el melón sin piel y cortado en trozos el queso mascarpone y el azúcar glas. Trituramos hasta conseguir una crema espesa y homogénea. 13) Sacamos y repartimos por encima del bizcocho. Servimos y degustamos. 
Para elaborar la crema de melón y queso mascarpone:,Dulces y postres,https://www.eladerezo.com/recetas/higos-asados-sobre-crema-de-melon-y-mascarpone.html,4,5 ingredientes: 8 higos - 5 cucharadas Azúcar moreno - 60 ml Agua - menta - 1 cucharadita Vainilla líquida,Instrucciones: 1) Colocamos sobre una fuente de horno procurando que estén separados entre sí y esparcimos por encima de ellos el azúcar moreno. 2) Echamos el agua sobre la fuente la esencia de vainilla y unas hojas de menta. 3) Introducimos la fuente en el centro del horno precalentado con anterioridad a 200º durante 12-15 minutos o hasta que veas que se han hinchado el azúcar que tienen por encima está caramelizado. 4) Sacamos y dejamos enfriar. 5) Si el jugo que tienen los higos está algo claro tiene que estar tipo caramelo no muy espeso lo vertemos sobre un cazo y reducimos a fuego medio hasta conseguir la textura ideal. Los higos asados se pueden tomar tal cual calientes templado o fríos. Que es como más me gustan personalmente. 6) Para hacer la receta más especial si cabe vamos a preparar una crema de queso mascarpone justo en el momento de servir ya que de lo contrario al cabo de un buen rato (más de media hora) el melón triturado por el efecto de la oxidación amargaría. Y eso nos estropearía este delicioso postre. 7) Para elaborar la crema de melón y queso mascarpone: 8) Trituramos hasta conseguir una crema suave y homogénea. 9) Vertemos la crema de melón y mascarpone sobre cuatro platos hondos colocamos dos o tres higos asados encima unas hojas de menta y unas gotas de caramelo. . <<Para elaborar la crema de melón y queso mascarpone:>> 1) Trituramos hasta conseguir una crema suave y homogénea. 2) Vertemos la crema de melón y mascarpone sobre cuatro platos hondos colocamos dos o tres higos asados encima unas hojas de menta y unas gotas de caramelo. 
Helado de higos al ron,Dulces y postres,https://www.eladerezo.com/recetas/helado-de-higos-al-ron.html,,5 ingredientes: 600 g crema inglesa - 250 g higos - 60 g Azúcar invertido - 60 g ron - 50 g Azúcar blanco,Instrucciones: 1) Cortamos en trozos y les ponemos en una sartén amplia que llevaremos al fuego. 2) Añadimos el azúcar y el ron. 3) Removemos de vez en cuando mientras el azúcar el ron y el jugo de los higos se integran. 4) Pasados cinco minutos tiempo más que suficiente para que se evapore el alcohol y se forme un caramelo retiramos la sartén del fuego. 5) Vertemos en el vaso de la batidora y trituramos unos segundos. 6) Dejamos enfriar. 7) Cuando estén las natillas y los higos fríos mezclamos con el azúcar invertido. 8) Dejamos reposar una hora en la nevera. 9) Vertemos en el vaso de la heladera y mantecamos el helado de higos al ron durante 60 minutos. Sacamos a un envase y dejamos reposar otra hora (como mínimo en el congelador). 10) Si no dispones de heladera cuando mezcles la crema inglesa o natillas con los higos y el azúcar invertido viertes la mezcla en un tuper o el molde de silicona rectangular que usamos para hacer bizcochos. 11) Guardamos en la nevera y removeremos con la ayuda de una espátula cada hora u hora y media hasta conseguir la textura de helado deseada. 
Vasitos de chocolate un postre para los muy golosos,Dulces y postres,https://www.eladerezo.com/recetas/vasitos-de-chocolate.html,6,6 ingredientes: 200 g Chocolate negro - 25 g Mantequilla - 4 cucharadas café - 400 ml Nata líquida para montar 35% M. G. - 8 vainas cardamomo - 2 huevos,Instrucciones: 1) Echamos encima la mantequilla cortada en dados pequeños y a continuación las cucharadas de café. Si eres de las personas que usan café soluble disuelve una cucharada colmada de café soluble en tres cucharadas de agua hirviendo. 2) Vertemos la nata en un cazo junto con las vainas de cardamomo ponemos a calentar unos minutos sin que llegue a hervir. Tapamos retiramos y dejamos reposar un minuto. 3) Colamos sobre el cuenco donde tenemos el chocolate la mantequilla y el café. Dejamos reposar diez minutos. 4) Separamos las claras de las yemas de los dos huevos. 5) Batimos las yemas bien y las claras hasta punto de nieve. 6) Pasados los diez minutos mezclamos bien con la ayuda de unas varillas la crema con el chocolate hasta tener una masa fina y homogénea. 7) Incorporamos las yemas batidas mezclamos hasta que se integren bien en la crema de chocolate. Echamos las claras a punto de nieve y mezclamos con cuidado. 8) Repartimos en seis vasitos de cristal de los de yogur por ejemplo. 
Tarta de arroz con leche y limón,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-arroz-con-leche-y-limon.html,6,8 ingredientes: 300 g Arroz - 4 limones - 4 huevos - 100 ml Nata líquida para montar 35% M. G. - 2 cucharadas Azúcar blanco - 1 base hojaldre - Almendras - Azúcar blanco,Instrucciones: 1) Colocamos bien la masa de hojaldre y tapamos la superficie con papel de horno y cubrimos con legumbres o bolas de cerámica sobre todo en la parte de los bordes con la intención de que el hojaldre no crezca o esponje. Horneamos durante 20 minutos a 180º. 2) En lo que se prepara la base de hojaldre echamos en un cuenco amplio los huevos la nata y el azúcar. 3) Batimos con la ayuda de unas varillas o tenedor. Añadimos el zumo de limón y volvemos a batir. 4) Si bien nosotros usamos arroz con leche que nos había sobrado puedes hacer arroz con leche y después de degustar este postre tradicional guardar un poco para esta elaboración. Aunque también y como otra opción usar arroz con leche del que venden envasados en tiendas y supermercados. 5) Sea como sea echamos el arroz con leche en la mezcla anterior removemos y reservamos en la nevera hasta que se termine de hornear el hojaldre. 6) Cuando esté sacamos el molde retiramos las legumbres y el papel. 7) Vertemos la mezcla que teníamos reservada en la nevera. 8) Esparcimos por encima láminas de almendra (o cualquier otro fruto seco que tengas en casa) y un poco de azúcar. 9) Introducimos el molde sobre la rejilla del horno que la tendremos puesta en la primera ranura empezando a contar desde la base del horno y dejamos hacer durante 40 minutos a 180º. 10) Comprobamos que esta la Tarta de arroz con leche y limón sacamos y dejamos enfriar antes de degustar. 
Helado de fresa,Dulces y postres,https://www.eladerezo.com/recetas/helado-de-fresa.html,,4 ingredientes: 500 g fresas - 250 ml Nata líquida para montar 35% M. G. - 150 g Azúcar invertido - 50 g Azúcar blanco,Instrucciones: 1) Echamos el azúcar invertido y el azúcar. 2) Trituramos durante unos minutos pasamos por el chino. 3) Añadimos la nata mezclamos y vertemos en el vaso de la heladera. Dejamos reposar la mezcla durante un par de horas en la nevera. 4) Colocamos el vaso en la heladera y mantecamos durante 60 minutos. 5) Dejamos reposar el helado de fresa en el mismo vaso de la heladera otra hora en el congelador. 6) Servimos decoramos el helado de fresa con daditos de fresa y hojas de menta (opcional) y degustamos. 
Push Up Cheese Cake,Dulces y postres,https://www.eladerezo.com/recetas/push-up-cheese-cake.html,,4 ingredientes: 500 g fresas - 250 ml Nata líquida para montar 35% M. G. - 150 g Azúcar invertido - 50 g Azúcar blanco,Instrucciones: 1) Echamos el azúcar invertido y el azúcar. 2) Trituramos durante unos minutos pasamos por el chino. 3) Añadimos la nata mezclamos y vertemos en el vaso de la heladera. Dejamos reposar la mezcla durante un par de horas en la nevera. 4) Colocamos el vaso en la heladera y mantecamos durante 60 minutos. 5) Dejamos reposar el helado de fresa en el mismo vaso de la heladera otra hora en el congelador. 6) Servimos decoramos el helado de fresa con daditos de fresa y hojas de menta (opcional) y degustamos. 
Tarta de limón,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-limon-casera.html,6,5 ingredientes: 175 g Harina - 1 Huevo - 100 g Mantequilla - 2 Cucharadas Azúcar glass - sal,Instrucciones: 1) Echamos la harina en un bol grande junto con la mantequilla cortada en dados. 2) Frotamos la harina y la mantequilla con las puntas de los dedos hasta conseguir que la mezcla resultante tenga un aspecto al pan rallado. Si ves que la mantequilla se ablanda introduce el bol 5 minutos en la nevera para que se enfríe y después sigue frotando. 3) Vertemos la yema de huevo batida y mezclamos brevemente hasta obtener una masa homogénea. Formamos una bola que envolveremos en papel film. Guardamos en la nevera durante tres cuartos de hora. 4) Enharinamos la encimera sacamos la masa de la nevera y aplastamos con la ayuda de un rodillo hasta obtener una lámina de tres o cuatro milímetros de grosor. 5) Si ves que la masa se te resquebraja o se te ablanda mucho añade un poco más de harina amasa de nuevo tapa con papel film y guarda en el congelador durante cinco minutos. Saca y repite de nuevo. 6) Colocamos la masa sobre un molde antiadherente o engrasado previamente. 7) Procuramos que la masa esté bien colocada en el molde. Recortamos la masa con unas tijeras procurando dejar un centímetro sobre el borde del molde. Guardamos el molde en la nevera en lo que se precalienta el horno a 180º y la masa se quede firme al tacto. 8) Sacamos de la nevera tapamos la superficie de la masa con papel de horno y cubrimos con legumbres o bolas de cerámica sobre todo en la parte de los bordes. 9) Horneamos durante 20 minutos. Sacamos y retiramos las legumbres y el papel. 10) En lo que se enfría la masa nos ponemos con el relleno de la tarta de limón. 11) Rallamos la piel de los limones y reservamos en un bol. Exprimimos el limón y el zumo lo vertemos en un bol amplio junto con la nata 5 huevos y dos yemas (las claras las usaremos para elaborar el Merengue) y el azúcar. 12) Batimos todo bien y añadimos la ralladura de limón mezclamos y vertemos sobre la base de la tarta. 13) Introducimos en el horno y dejamos hacer durante 45 minutos o hasta que el relleno se solidifique de modo que si movemos la bandeja la tarta tiemble como si fuese un flan. 14) Sacamos del horno la tarta de limón y la dejamos enfriar. 15) En este punto la tarta de limón casera ya estaría lista para comer tan sólo tendríamos que esparcir un poco de azúcar glas por encima y listo. Pero si quieres puedes cubrirla con merengue como en este caso. 16) Batimos las claras de huevo a punto de nieve fuerte añadimos dos cucharadas de azúcar glas mezclamos con suavidad y vertemos sobre la superficie de la tarta. 17) Horneamos durante 30 minutos a 140º sacamos dejamos enfriar y ya tendremos lista nuestra tarta de limón casera para degustar. 
Cobertura de queso y toffee ,Dulces y postres,https://www.eladerezo.com/recetas/bizcocho-de-manzana.html,,10 ingredientes: 3 manzanas - 120 g Aceite de Girasol - 120 g Azúcar blanco - 3 huevos - 1 cucharadita Vainilla líquida - 200 g harina de trigo - 1 sobre levadura - 80 g pistachos - 2 ramitas romero - sal,Instrucciones: 1) Pelamos y descorazonamos las manzanas. Cortamos en trozos y las echamos en un bol amplio junto con la harina el azúcar los huevos la levadura la pizca de sal y la esencia de vainilla. 2) Colamos el aceite y lo vertemos sobre la mezcla anterior. 3) Añadimos unas cuantas hojas de romero frescas y trituramos con la ayuda de una batidora hasta conseguir una masa homogénea. 4) Añadimos casi todos los pistachos reservando algunos para la decoración final mezclamos con la ayuda de una cuchara y vertemos sobre un molde de silicona o de metal como en nuestro caso al que habremos engrasado o puesto papel de hornear. 5) Introducimos el molde en el horno que tendremos precalentado a 160º durante una hora y cuarto aproximadamente. 6) Comprobamos que tenemos el Bizcocho de manzana con romero y pistachos. Para ello introducimos en el centro del bizcocho un palo de madera para brochetas en su interior o en su defecto un cuchillo metálico. Si sale limpio estará listo si sale manchado con resto de masa horneamos hasta comprobar que sale limpio. 7) Sacamos nuestra receta de bizcocho y dejamos que se temple en molde durante 15 minutos. Extraemos del molde y dejamos enfriar por completo sobre una rejilla. 8) Cobertura de queso y toffee  9) Para preparar la cobertura echamos en un cazo la mantequilla junto con el azúcar y una cucharada de agua. Ponemos a fuego muy suave y esperamos a que se disuelva el azúcar. Mantenemos el cazo en el fuego durante 5 minutos hasta conseguir el aspecto de un caramelo rubio. 10) Retiramos y dejamos enfriar. 11) Añadimos el queso crema en el cazo y mezclamos bien con la ayuda de unas varillas. 12) Extendemos la cobertura sobre el bizcocho y adornamos con pistachos y flores de romero. 13) Colocamos la receta de bizcocho de manzana con romero y pistachos sobre un plato de presentación servimos y degustamos. . <<Cobertura de queso y toffee >> 1) Para preparar la cobertura echamos en un cazo la mantequilla junto con el azúcar y una cucharada de agua. Ponemos a fuego muy suave y esperamos a que se disuelva el azúcar. Mantenemos el cazo en el fuego durante 5 minutos hasta conseguir el aspecto de un caramelo rubio. 2) Retiramos y dejamos enfriar. 3) Añadimos el queso crema en el cazo y mezclamos bien con la ayuda de unas varillas. 4) Extendemos la cobertura sobre el bizcocho y adornamos con pistachos y flores de romero. 5) Colocamos la receta de bizcocho de manzana con romero y pistachos sobre un plato de presentación servimos y degustamos. 
Tarta de chocolate y fresa con yogur griego,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-chocolate-fresa-y-yogur-griego.html,6,5 ingredientes: 2 Yogur - 100 g mermelada - 150 g fresas - 200 g Chocolate para postres - 30 ml Leche entera,Instrucciones: 1) Cuando esté frío le cortamos por la mitad. 2) Una mitad la colocamos sobre un plato amplio y cubrimos con una capa de mermelada de fresas o frambuesas. 3) Lavamos y cortamos en láminas las fresas. Colocamos sobre la mermelada hasta cubrir toda la base. 4) Repartimos el yogur griego con frambuesas sobre las fresas y tapamos con la otra base. 5) Deshacemos el chocolate para postres al baño María. Para ello ponemos a cocer agua en un cazo amplio donde introduciremos otro cazo con el chocolate partido en trocitos y la leche. 6) Cuando veamos que el chocolate empieza a deshacerse batimos suavemente con un tenedor hasta que veamos que se ha desleído todo el chocolate y este ha adquirido un brillo especial. 7) Retiramos el chocolate del baño María y vertemos sobre la tarta. 8) Repartimos bien con la ayuda de una espátula o una lengua intentando cubrir tanto la base como el lateral de la tarta. 9) Reservamos en la nevera hasta que el chocolate se endurezca. 10) Adornamos si queremos y servimos y disfrutamos con nuestra tarta de chocolate fresa y yogur griego. 
